,Portfolio,Weeks_until_Rebalance,Biweekly_Contribution,Worst_Year,Best_Year,Estimated_Annual_Return,Typical_Returns
1335,"'FUSEX', 'BIV', 'VUSTX', 'SGGDX', 'DJP'",43.0,700.0,-12.32,18.44,8.62,-6.13 to 12.95
2213,"'VIGRX', 'TIP', 'WHOSX', 'VGPMX', 'DJP'",16.0,750.0,-14.45,21.49,8.62,-6.42 to 14.46
470,"'VIGRX', 'TIP', 'WHOSX', 'OPGSX', 'DBC'",30.0,750.0,-14.0,21.69,8.62,-7.33 to 15.02
892,"'VFINX', 'TIP', 'WHOSX', 'OPGSX', 'DBC'",37.0,800.0,-14.15,20.61,8.62,-6.8 to 14.64
1599,"'PREIX', 'IEF', 'PRULX', 'OPGSX', 'GSP'",25.0,800.0,-11.63,18.67,8.62,-6.15 to 12.89
4429,"'FUSEX', 'IEI', 'PRULX', 'OPGSX', 'GSG'",2.0,850.0,-12.45,17.27,8.62,-5.94 to 12.17
4187,"'PREIX', 'IGIB', 'WHOSX', 'SGGDX', 'GSP'",18.0,850.0,-12.41,18.64,8.62,-5.78 to 12.65
1937,"'FUSEX', 'BIV', 'PRULX', 'OPGSX', 'DJP'",46.0,950.0,-13.68,19.31,8.62,-6.1 to 13.01
3408,"'FUSEX', 'IEI', 'PRULX', 'USERX', 'DJP'",23.0,950.0,-11.0,15.77,8.62,-4.46 to 11.78
3632,"'PREIX', 'IEI', 'VUSTX', 'SGGDX', 'DJP'",25.0,950.0,-9.96,15.85,8.62,-4.91 to 11.64
3087,"'FUSEX', 'TIP', 'VUSTX', 'USERX', 'DBC'",1.0,1000.0,-14.03,20.21,8.62,-5.78 to 13.8
4001,"'VFINX', 'ITE', 'PRULX', 'SGGDX', 'DJP'",10.0,1000.0,-10.75,16.42,8.62,-5.18 to 11.19
2155,"'FUSEX', 'BIV', 'VUSTX', 'USERX', 'GSG'",21.0,100.0,-13.65,18.83,8.61,-5.55 to 13.55
706,"'VFINX', 'TIP', 'VUSTX', 'OPGSX', 'DBC'",6.0,150.0,-14.95,20.82,8.61,-6.66 to 14.22
3514,"'VIGRX', 'TIP', 'PRULX', 'INIVX', 'GSG'",6.0,150.0,-14.79,21.25,8.61,-6.18 to 13.9
3505,"'PREIX', 'IGIB', 'VUSTX', 'INIVX', 'DBC'",13.0,150.0,-13.98,20.13,8.61,-6.07 to 13.14
1183,"'PREIX', 'IEI', 'PRULX', 'USERX', 'GSP'",29.0,150.0,-11.06,16.69,8.61,-5.05 to 11.43
3165,"'PREIX', 'IPE', 'VUSTX', 'VGPMX', 'GSG'",30.0,200.0,-16.26,22.05,8.61,-7.09 to 14.2
3279,"'VFINX', 'TIP', 'WHOSX', 'SGGDX', 'DBC'",44.0,200.0,-12.5,18.96,8.61,-6.25 to 12.8
2100,"'PREIX', 'BIV', 'WHOSX', 'SGGDX', 'GSP'",40.0,200.0,-12.06,18.52,8.61,-6.13 to 12.03
964,"'FUSEX', 'ITE', 'VUSTX', 'USERX', 'GSP'",49.0,200.0,-11.27,16.62,8.61,-4.92 to 12.48
645,"'PREIX', 'IPE', 'WHOSX', 'SGGDX', 'GSP'",49.0,250.0,-13.02,19.11,8.61,-6.57 to 12.39
319,"'SWPPX', 'ITE', 'WHOSX', 'USERX', 'DBC'",34.0,250.0,-10.73,16.42,8.61,-4.22 to 11.19
1352,"'PREIX', 'IEI', 'WHOSX', 'USERX', 'DJP'",50.0,250.0,-9.96,15.27,8.61,-4.66 to 11.59
3039,"'PREIX', 'BIV', 'VUSTX', 'USERX', 'GSP'",23.0,300.0,-13.77,18.96,8.61,-5.73 to 13.44
2607,"'FUSEX', 'IEF', 'VUSTX', 'USERX', 'DJP'",3.0,300.0,-11.61,17.43,8.61,-5.32 to 12.16
58,"'SWPPX', 'IPE', 'WHOSX', 'OPGSX', 'GSG'",7.0,350.0,-15.07,21.06,8.61,-6.95 to 14.26
3977,"'SWPPX', 'BIV', 'WHOSX', 'USERX', 'GSP'",15.0,350.0,-13.01,18.57,8.61,-6.08 to 13.53
3495,"'SWPPX', 'IEF', 'VUSTX', 'USERX', 'GSP'",19.0,350.0,-11.34,16.94,8.61,-5.23 to 11.72
3477,"'SWPPX', 'TIP', 'PRULX', 'USERX', 'GSG'",21.0,400.0,-14.73,20.18,8.61,-5.63 to 12.87
1573,"'VIGRX', 'IPE', 'VUSTX', 'OPGSX', 'DBC'",49.0,400.0,-14.37,21.61,8.61,-6.72 to 15.56
244,"'SWPPX', 'IEI', 'VUSTX', 'VGPMX', 'DBC'",49.0,400.0,-11.47,17.43,8.61,-5.4 to 12.37
4049,"'VIGRX', 'BIV', 'WHOSX', 'VGPMX', 'DBC'",4.0,450.0,-13.55,19.99,8.61,-5.62 to 13.82
4826,"'SWPPX', 'IEI', 'VUSTX', 'OPGSX', 'GSP'",10.0,450.0,-12.68,18.06,8.61,-6.77 to 12.98
798,"'FUSEX', 'IEI', 'VUSTX', 'OPGSX', 'GSG'",24.0,450.0,-11.12,17.4,8.61,-6.93 to 12.67
4802,"'VFINX', 'ITE', 'WHOSX', 'USERX', 'GSG'",37.0,450.0,-10.79,16.2,8.61,-4.22 to 11.3
3289,"'VFINX', 'IEF', 'PRULX', 'USERX', 'GSG'",8.0,450.0,-10.52,16.75,8.61,-4.89 to 11.57
4236,"'FUSEX', 'ITE', 'PRULX', 'SGGDX', 'DBC'",6.0,450.0,-10.49,16.04,8.61,-5.22 to 11.2
3683,"'SWPPX', 'IPE', 'VUSTX', 'SGGDX', 'GSP'",36.0,500.0,-14.29,18.74,8.61,-6.28 to 13.18
3112,"'FUSEX', 'ITE', 'PRULX', 'OPGSX', 'DJP'",19.0,500.0,-11.72,16.65,8.61,-5.52 to 12.13
4876,"'SWPPX', 'ITE', 'PRULX', 'INIVX', 'GSG'",36.0,500.0,-10.72,16.62,8.61,-5.44 to 11.66
1932,"'FUSEX', 'ITE', 'WHOSX', 'USERX', 'GSG'",34.0,500.0,-9.66,16.16,8.61,-3.91 to 11.18
4094,"'SWPPX', 'TIP', 'PRULX', 'OPGSX', 'DJP'",39.0,550.0,-14.91,20.31,8.61,-6.87 to 14.22
1907,"'SWPPX', 'IEF', 'VUSTX', 'SGGDX', 'DJP'",22.0,550.0,-10.8,16.77,8.61,-5.62 to 11.54
3439,"'PREIX', 'BIV', 'VUSTX', 'INIVX', 'GSP'",4.0,600.0,-13.8,19.25,8.61,-6.51 to 13.6
4728,"'FUSEX', 'IEF', 'PRULX', 'VGPMX', 'DJP'",28.0,600.0,-11.59,17.95,8.61,-5.68 to 12.87
149,"'VFINX', 'IEI', 'VUSTX', 'OPGSX', 'DJP'",42.0,600.0,-11.5,17.91,8.61,-5.14 to 13.42
3496,"'VIGRX', 'BIV', 'VUSTX', 'INIVX', 'GSG'",2.0,650.0,-13.62,20.61,8.61,-5.98 to 14.51
2258,"'PREIX', 'ITE', 'WHOSX', 'USERX', 'DBC'",25.0,700.0,-9.97,16.55,8.61,-4.78 to 11.46
3299,"'FUSEX', 'IPE', 'WHOSX', 'USERX', 'GSG'",26.0,750.0,-13.74,19.55,8.61,-6.31 to 13.29
2628,"'SWPPX', 'IEF', 'PRULX', 'SGGDX', 'DJP'",43.0,750.0,-10.35,16.67,8.61,-5.76 to 11.42
2153,"'VIGRX', 'BIV', 'WHOSX', 'SGGDX', 'GSG'",5.0,800.0,-12.57,19.29,8.61,-6.31 to 12.93
567,"'PREIX', 'IEF', 'VUSTX', 'OPGSX', 'GSG'",46.0,800.0,-11.4,18.17,8.61,-5.78 to 13.1
3228,"'VFINX', 'TIP', 'PRULX', 'INIVX', 'DJP'",42.0,850.0,-14.67,20.14,8.61,-6.82 to 13.97
1847,"'VFINX', 'ITE', 'VUSTX', 'VGPMX', 'GSG'",51.0,850.0,-11.59,16.15,8.61,-5.59 to 11.1
2024,"'SWPPX', 'TIP', 'WHOSX', 'OPGSX', 'GSP'",2.0,900.0,-15.19,20.84,8.61,-7.02 to 13.94
3239,"'VIGRX', 'TIP', 'PRULX', 'SGGDX', 'GSG'",12.0,950.0,-13.98,20.45,8.61,-5.69 to 13.29
1504,"'FUSEX', 'IGIB', 'PRULX', 'SGGDX', 'GSP'",18.0,950.0,-13.14,18.92,8.61,-5.67 to 12.75
4992,"'VIGRX', 'IEF', 'WHOSX', 'VGPMX', 'GSG'",7.0,950.0,-12.46,19.28,8.61,-5.31 to 12.73
2009,"'FUSEX', 'TIP', 'WHOSX', 'INIVX', 'GSP'",15.0,1000.0,-14.58,20.53,8.61,-7.18 to 13.93
2039,"'PREIX', 'BIV', 'PRULX', 'OPGSX', 'DJP'",8.0,1000.0,-13.73,18.71,8.61,-6.46 to 13.18
4173,"'FUSEX', 'IEF', 'VUSTX', 'VGPMX', 'DBC'",14.0,100.0,-12.8,17.84,8.6,-5.46 to 12.38
1614,"'PREIX', 'ITE', 'PRULX', 'USERX', 'GSP'",2.0,100.0,-11.85,15.54,8.6,-5.0 to 11.35
2407,"'VIGRX', 'ITE', 'PRULX', 'SGGDX', 'DBC'",13.0,100.0,-10.21,17.08,8.6,-4.93 to 11.92
2508,"'VFINX', 'IPE', 'PRULX', 'SGGDX', 'DJP'",43.0,150.0,-13.75,19.63,8.6,-6.37 to 12.96
3563,"'VIGRX', 'BIV', 'VUSTX', 'OPGSX', 'DJP'",38.0,200.0,-13.73,20.09,8.6,-6.32 to 14.34
225,"'SWPPX', 'ITE', 'WHOSX', 'INIVX', 'GSG'",43.0,200.0,-11.06,17.12,8.6,-6.28 to 12.57
2742,"'VFINX', 'ITE', 'WHOSX', 'USERX', 'DJP'",43.0,250.0,-10.28,15.43,8.6,-4.62 to 12.07
4213,"'PREIX', 'IPE', 'PRULX', 'INIVX', 'GSG'",23.0,300.0,-15.21,20.83,8.6,-7.04 to 13.92
482,"'VFINX', 'IEF', 'VUSTX', 'USERX', 'DJP'",6.0,300.0,-11.43,17.31,8.6,-5.18 to 11.92
4296,"'VFINX', 'IEI', 'VUSTX', 'INIVX', 'GSG'",48.0,300.0,-11.24,17.35,8.6,-5.55 to 12.83
4111,"'SWPPX', 'ITE', 'VUSTX', 'SGGDX', 'DJP'",6.0,350.0,-10.97,15.24,8.6,-5.47 to 11.45
4535,"'SWPPX', 'IPE', 'WHOSX', 'INIVX', 'GSG'",22.0,400.0,-14.65,20.63,8.6,-6.84 to 13.56
3546,"'PREIX', 'IPE', 'WHOSX', 'SGGDX', 'GSG'",13.0,400.0,-13.71,19.21,8.6,-6.59 to 12.7
2983,"'PREIX', 'IGIB', 'PRULX', 'SGGDX', 'DJP'",40.0,400.0,-11.71,18.32,8.6,-4.93 to 12.8
200,"'PREIX', 'TIP', 'VUSTX', 'SGGDX', 'DBC'",28.0,450.0,-13.41,19.26,8.6,-5.9 to 13.06
1400,"'VFINX', 'TIP', 'VUSTX', 'INIVX', 'DJP'",39.0,500.0,-14.71,20.34,8.6,-6.66 to 14.14
1370,"'VFINX', 'BIV', 'WHOSX', 'OPGSX', 'DBC'",2.0,550.0,-13.41,19.44,8.6,-6.45 to 13.87
2430,"'PREIX', 'BIV', 'WHOSX', 'SGGDX', 'GSG'",21.0,550.0,-12.11,18.4,8.6,-5.74 to 12.04
4766,"'PREIX', 'IEI', 'VUSTX', 'OPGSX', 'DBC'",3.0,550.0,-11.62,17.85,8.6,-5.54 to 12.87
2866,"'SWPPX', 'ITE', 'PRULX', 'OPGSX', 'GSG'",49.0,550.0,-11.6,17.45,8.6,-6.06 to 13.07
1914,"'VIGRX', 'IEF', 'WHOSX', 'VGPMX', 'DJP'",51.0,550.0,-10.75,17.39,8.6,-5.54 to 11.93
3444,"'SWPPX', 'TIP', 'PRULX', 'OPGSX', 'GSG'",23.0,600.0,-15.64,20.72,8.6,-6.84 to 13.83
2581,"'VFINX', 'TIP', 'WHOSX', 'VGPMX', 'DBC'",40.0,600.0,-14.42,20.22,8.6,-6.43 to 13.95
1377,"'PREIX', 'ITE', 'VUSTX', 'SGGDX', 'DBC'",37.0,600.0,-10.3,15.79,8.6,-4.82 to 11.3
187,"'FUSEX', 'IPE', 'VUSTX', 'VGPMX', 'GSP'",39.0,650.0,-15.59,21.4,8.6,-6.82 to 14.83
4311,"'PREIX', 'TIP', 'VUSTX', 'INIVX', 'DBC'",7.0,650.0,-14.99,20.93,8.6,-6.8 to 13.91
1090,"'FUSEX', 'IPE', 'WHOSX', 'OPGSX', 'GSG'",50.0,650.0,-14.3,20.3,8.6,-6.77 to 14.61
2250,"'PREIX', 'IEF', 'VUSTX', 'USERX', 'DJP'",51.0,650.0,-10.59,16.4,8.6,-5.11 to 11.36
1214,"'VIGRX', 'IGIB', 'VUSTX', 'VGPMX', 'GSP'",24.0,700.0,-15.29,21.4,8.6,-6.59 to 14.75
3935,"'FUSEX', 'TIP', 'WHOSX', 'INIVX', 'GSG'",51.0,700.0,-13.91,18.93,8.6,-6.4 to 12.66
3480,"'FUSEX', 'BIV', 'VUSTX', 'OPGSX', 'GSP'",18.0,700.0,-12.79,19.6,8.6,-6.46 to 12.96
2932,"'VFINX', 'ITE', 'PRULX', 'USERX', 'DBC'",30.0,700.0,-10.93,17.21,8.6,-4.39 to 12.69
2439,"'FUSEX', 'ITE', 'WHOSX', 'SGGDX', 'GSP'",32.0,700.0,-10.49,16.63,8.6,-5.53 to 11.2
3326,"'PREIX', 'IEF', 'PRULX', 'OPGSX', 'GSG'",16.0,750.0,-11.97,17.64,8.6,-6.08 to 12.64
2876,"'SWPPX', 'IEF', 'VUSTX', 'USERX', 'GSG'",46.0,750.0,-10.82,16.39,8.6,-5.01 to 12.3
3076,"'SWPPX', 'IPE', 'PRULX', 'USERX', 'GSG'",49.0,800.0,-14.52,19.6,8.6,-5.88 to 14.05
4599,"'PREIX', 'BIV', 'VUSTX', 'OPGSX', 'GSG'",45.0,800.0,-13.55,19.92,8.6,-6.02 to 13.81
2824,"'SWPPX', 'TIP', 'WHOSX', 'SGGDX', 'GSP'",25.0,800.0,-13.49,19.93,8.6,-6.58 to 12.87
2823,"'SWPPX', 'IEF', 'VUSTX', 'VGPMX', 'DJP'",32.0,800.0,-12.74,18.04,8.6,-4.81 to 13.1
4980,"'VIGRX', 'ITE', 'PRULX', 'VGPMX', 'DJP'",22.0,800.0,-12.63,17.98,8.6,-4.54 to 13.1
2702,"'VFINX', 'IEI', 'WHOSX', 'VGPMX', 'GSP'",37.0,850.0,-11.45,17.47,8.6,-5.24 to 11.37
3941,"'VIGRX', 'TIP', 'PRULX', 'INIVX', 'GSG'",33.0,900.0,-14.7,21.45,8.6,-6.12 to 14.1
3807,"'VFINX', 'BIV', 'PRULX', 'USERX', 'DBC'",2.0,900.0,-13.08,18.9,8.6,-5.52 to 13.46
946,"'VFINX', 'IEF', 'WHOSX', 'VGPMX', 'GSP'",29.0,900.0,-11.44,17.04,8.6,-5.73 to 11.56
2211,"'VFINX', 'ITE', 'WHOSX', 'USERX', 'GSP'",18.0,900.0,-10.18,15.96,8.6,-4.43 to 11.64
917,"'PREIX', 'BIV', 'VUSTX', 'SGGDX', 'GSG'",5.0,950.0,-13.49,18.51,8.6,-5.82 to 12.93
1346,"'SWPPX', 'BIV', 'VUSTX', 'USERX', 'DJP'",20.0,950.0,-13.26,18.55,8.6,-5.85 to 13.31
4825,"'VFINX', 'BIV', 'WHOSX', 'SGGDX', 'GSG'",20.0,950.0,-12.19,18.08,8.6,-6.03 to 11.6
4616,"'SWPPX', 'IEF', 'PRULX', 'INIVX', 'DJP'",38.0,950.0,-11.18,17.23,8.6,-6.33 to 12.43
531,"'PREIX', 'IPE', 'WHOSX', 'VGPMX', 'DJP'",30.0,100.0,-15.18,21.33,8.59,-6.81 to 13.84
878,"'VIGRX', 'BIV', 'WHOSX', 'OPGSX', 'DBC'",38.0,100.0,-12.94,19.04,8.59,-7.59 to 13.76
3045,"'VIGRX', 'IEI', 'PRULX', 'USERX', 'DJP'",20.0,100.0,-10.03,17.48,8.59,-4.04 to 12.35
4834,"'SWPPX', 'ITE', 'WHOSX', 'SGGDX', 'DJP'",4.0,150.0,-10.2,16.11,8.59,-5.05 to 10.9
1765,"'VIGRX', 'IPE', 'PRULX', 'USERX', 'DBC'",5.0,200.0,-14.12,20.87,8.59,-6.09 to 13.81
4774,"'SWPPX', 'IEF', 'PRULX', 'VGPMX', 'DBC'",20.0,200.0,-12.08,18.1,8.59,-5.53 to 12.37
2586,"'PREIX', 'ITE', 'PRULX', 'OPGSX', 'DBC'",19.0,200.0,-10.78,17.17,8.59,-5.49 to 12.3
1787,"'PREIX', 'BIV', 'VUSTX', 'SGGDX', 'DBC'",44.0,250.0,-11.96,18.54,8.59,-5.59 to 13.43
3944,"'SWPPX', 'IEF', 'VUSTX', 'OPGSX', 'DBC'",11.0,250.0,-11.73,17.48,8.59,-5.84 to 12.87
1631,"'VIGRX', 'TIP', 'PRULX', 'INIVX', 'GSP'",33.0,300.0,-14.82,21.63,8.59,-6.33 to 14.23
358,"'FUSEX', 'IPE', 'VUSTX', 'SGGDX', 'DJP'",16.0,300.0,-14.1,19.65,8.59,-6.63 to 13.38
1500,"'VFINX', 'TIP', 'WHOSX', 'USERX', 'GSG'",48.0,300.0,-13.36,19.02,8.59,-5.5 to 13.62
1665,"'PREIX', 'IEI', 'PRULX', 'USERX', 'GSG'",16.0,300.0,-10.95,16.84,8.59,-4.54 to 11.78
2052,"'SWPPX', 'ITE', 'WHOSX', 'SGGDX', 'GSP'",9.0,300.0,-10.05,15.95,8.59,-5.19 to 10.85
4765,"'VFINX', 'IGIB', 'WHOSX', 'OPGSX', 'DJP'",19.0,350.0,-13.16,18.65,8.59,-5.52 to 12.49
4740,"'SWPPX', 'IGIB', 'PRULX', 'SGGDX', 'DBC'",2.0,350.0,-12.73,18.74,8.59,-5.22 to 12.92
286,"'SWPPX', 'IPE', 'PRULX', 'USERX', 'DBC'",4.0,400.0,-14.39,19.23,8.59,-5.97 to 13.59
2540,"'VFINX', 'IEF', 'PRULX', 'VGPMX', 'GSP'",4.0,400.0,-13.87,17.95,8.59,-5.93 to 11.9
3272,"'VFINX', 'ITE', 'WHOSX', 'SGGDX', 'GSP'",50.0,400.0,-9.91,14.68,8.59,-5.42 to 10.58
4191,"'VIGRX', 'IEF', 'PRULX', 'SGGDX', 'GSG'",50.0,450.0,-10.1,15.24,8.59,-5.4 to 11.64
992,"'VIGRX', 'IGIB', 'VUSTX', 'OPGSX', 'DBC'",16.0,500.0,-14.19,21.3,8.59,-5.15 to 14.11
4040,"'PREIX', 'BIV', 'WHOSX', 'OPGSX', 'GSP'",44.0,500.0,-13.36,19.64,8.59,-6.46 to 13.51
3552,"'VFINX', 'ITE', 'WHOSX', 'SGGDX', 'DJP'",42.0,550.0,-9.81,15.81,8.59,-5.42 to 11.26
4008,"'VFINX', 'TIP', 'PRULX', 'OPGSX', 'DBC'",1.0,650.0,-14.59,20.74,8.59,-6.71 to 14.04
4674,"'PREIX', 'IGIB', 'WHOSX', 'USERX', 'DJP'",2.0,650.0,-12.62,18.84,8.59,-5.13 to 12.93
2693,"'SWPPX', 'ITE', 'WHOSX', 'OPGSX', 'DJP'",20.0,650.0,-11.11,16.8,8.59,-5.84 to 12.32
135,"'VFINX', 'IGIB', 'PRULX', 'USERX', 'DJP'",32.0,700.0,-13.63,18.87,8.59,-5.27 to 13.64
4663,"'FUSEX', 'IPE', 'VUSTX', 'USERX', 'GSG'",49.0,750.0,-14.28,19.44,8.59,-5.9 to 14.31
872,"'FUSEX', 'IEI', 'WHOSX', 'VGPMX', 'GSG'",27.0,750.0,-11.1,16.45,8.59,-6.19 to 11.8
2638,"'VFINX', 'IEF', 'PRULX', 'USERX', 'DBC'",47.0,750.0,-10.22,16.36,8.59,-4.58 to 11.97
744,"'VIGRX', 'IPE', 'VUSTX', 'INIVX', 'GSP'",25.0,800.0,-14.7,22.34,8.59,-6.85 to 14.98
3842,"'FUSEX', 'TIP', 'PRULX', 'OPGSX', 'GSP'",18.0,800.0,-14.58,20.56,8.59,-7.15 to 13.67
2708,"'FUSEX', 'IGIB', 'PRULX', 'SGGDX', 'GSP'",1.0,800.0,-13.7,18.83,8.59,-6.27 to 12.87
2958,"'SWPPX', 'IGIB', 'WHOSX', 'INIVX', 'GSG'",21.0,800.0,-13.37,19.45,8.59,-5.91 to 12.36
2178,"'VFINX', 'IPE', 'WHOSX', 'USERX', 'GSP'",7.0,850.0,-14.25,20.46,8.59,-6.5 to 12.88
3776,"'VIGRX', 'BIV', 'PRULX', 'VGPMX', 'GSP'",9.0,900.0,-14.82,21.08,8.59,-5.57 to 14.21
4786,"'PREIX', 'IEI', 'VUSTX', 'USERX', 'GSG'",30.0,900.0,-10.43,17.35,8.59,-4.74 to 13.19
4670,"'SWPPX', 'IEF', 'VUSTX', 'USERX', 'GSG'",49.0,900.0,-10.42,16.71,8.59,-4.68 to 12.6
3596,"'FUSEX', 'IGIB', 'PRULX', 'OPGSX', 'DBC'",49.0,950.0,-13.73,19.41,8.59,-6.09 to 14.25
1830,"'FUSEX', 'TIP', 'VUSTX', 'SGGDX', 'DJP'",49.0,950.0,-13.66,19.01,8.59,-6.35 to 13.02
3997,"'VIGRX', 'IGIB', 'VUSTX', 'VGPMX', 'GSG'",25.0,1000.0,-14.71,21.15,8.59,-5.78 to 14.03
4513,"'FUSEX', 'IPE', 'PRULX', 'INIVX', 'DJP'",7.0,100.0,-14.79,19.99,8.58,-7.04 to 13.86
1211,"'FUSEX', 'IPE', 'PRULX', 'USERX', 'DBC'",37.0,100.0,-14.38,19.71,8.58,-5.74 to 13.89
3824,"'SWPPX', 'ITE', 'WHOSX', 'USERX', 'GSP'",52.0,100.0,-10.28,15.3,8.58,-4.86 to 10.6
3817,"'SWPPX', 'TIP', 'PRULX', 'USERX', 'GSP'",30.0,150.0,-14.9,20.56,8.58,-6.33 to 13.87
507,"'PREIX', 'IPE', 'PRULX', 'USERX', 'DBC'",29.0,150.0,-14.14,18.76,8.58,-6.04 to 13.54
436,"'VFINX', 'TIP', 'WHOSX', 'INIVX', 'DBC'",34.0,150.0,-14.09,20.45,8.58,-6.25 to 14.22
3719,"'FUSEX', 'IGIB', 'PRULX', 'USERX', 'DJP'",37.0,150.0,-13.2,18.53,8.58,-5.22 to 13.85
3641,"'VFINX', 'ITE', 'VUSTX', 'INIVX', 'DBC'",29.0,150.0,-11.31,15.56,8.58,-5.26 to 12.2
1469,"'VIGRX', 'ITE', 'WHOSX', 'USERX', 'DJP'",36.0,150.0,-9.47,16.43,8.58,-4.57 to 11.74
4556,"'FUSEX', 'IGIB', 'VUSTX', 'INIVX', 'GSP'",47.0,200.0,-14.08,19.76,8.58,-6.31 to 13.13
4125,"'FUSEX', 'IPE', 'VUSTX', 'INIVX', 'DBC'",5.0,250.0,-14.84,21.03,8.58,-6.8 to 14.17
3877,"'VIGRX', 'BIV', 'VUSTX', 'OPGSX', 'DJP'",32.0,250.0,-13.96,21.14,8.58,-6.06 to 15.36
253,"'SWPPX', 'IGIB', 'VUSTX', 'USERX', 'GSG'",42.0,250.0,-13.9,19.3,8.58,-5.6 to 12.96
2627,"'PREIX', 'IPE', 'WHOSX', 'SGGDX', 'DJP'",18.0,250.0,-12.95,18.88,8.58,-6.92 to 13.03
3731,"'SWPPX', 'IEF', 'PRULX', 'SGGDX', 'GSP'",20.0,250.0,-11.0,17.26,8.58,-6.52 to 11.25
35,"'SWPPX', 'BIV', 'VUSTX', 'INIVX', 'GSP'",32.0,300.0,-14.34,19.88,8.58,-6.75 to 14.43
2450,"'VFINX', 'IPE', 'VUSTX', 'OPGSX', 'GSP'",10.0,350.0,-16.07,21.63,8.58,-7.47 to 14.58
3538,"'VIGRX', 'TIP', 'PRULX', 'VGPMX', 'GSP'",52.0,350.0,-14.59,20.84,8.58,-5.9 to 14.56
2226,"'VIGRX', 'IPE', 'PRULX', 'OPGSX', 'DJP'",12.0,350.0,-14.44,21.34,8.58,-7.1 to 13.95
4936,"'VIGRX', 'HYG', 'WHOSX', 'INIVX', 'DBC'",7.0,400.0,-18.66,24.63,8.58,-8.87 to 15.45
3082,"'SWPPX', 'BIV', 'VUSTX', 'USERX', 'GSG'",46.0,400.0,-12.82,18.5,8.58,-5.65 to 13.06
2524,"'PREIX', 'IGIB', 'WHOSX', 'USERX', 'DJP'",28.0,400.0,-12.68,18.66,8.58,-4.81 to 13.38
1923,"'PREIX', 'IEF', 'PRULX', 'USERX', 'GSG'",22.0,400.0,-11.45,16.9,8.58,-4.77 to 11.83
3375,"'SWPPX', 'IEF', 'PRULX', 'OPGSX', 'DJP'",50.0,400.0,-11.36,17.08,8.58,-6.06 to 12.98
3201,"'PREIX', 'ITE', 'VUSTX', 'SGGDX', 'GSG'",32.0,400.0,-11.04,16.64,8.58,-5.29 to 11.47
3167,"'VIGRX', 'IPE', 'PRULX', 'INIVX', 'DJP'",41.0,450.0,-14.48,21.27,8.58,-6.41 to 14.68
3431,"'VIGRX', 'ITE', 'VUSTX', 'USERX', 'DBC'",46.0,450.0,-10.48,17.42,8.58,-4.41 to 12.44
2218,"'SWPPX', 'IEI', 'WHOSX', 'USERX', 'GSP'",21.0,500.0,-10.16,15.81,8.58,-4.72 to 11.67
4062,"'PREIX', 'TIP', 'WHOSX', 'VGPMX', 'DBC'",48.0,550.0,-14.24,20.44,8.58,-5.94 to 13.64
2495,"'PREIX', 'IEF', 'WHOSX', 'VGPMX', 'DBC'",9.0,550.0,-11.66,17.82,8.58,-5.56 to 12.16
3244,"'VFINX', 'IEF', 'WHOSX', 'SGGDX', 'GSG'",9.0,550.0,-10.28,17.02,8.58,-5.98 to 11.11
918,"'PREIX', 'TIP', 'WHOSX', 'OPGSX', 'GSP'",29.0,600.0,-14.68,20.4,8.58,-7.02 to 13.11
2012,"'PREIX', 'BIV', 'PRULX', 'INIVX', 'GSP'",3.0,600.0,-14.12,19.43,8.58,-6.46 to 13.59
163,"'SWPPX', 'IEF', 'PRULX', 'OPGSX', 'DBC'",22.0,600.0,-11.62,17.73,8.58,-5.67 to 12.87
4160,"'VFINX', 'IEI', 'VUSTX', 'INIVX', 'GSG'",27.0,650.0,-11.31,16.45,8.58,-5.95 to 12.05
4792,"'PREIX', 'IPE', 'WHOSX', 'USERX', 'DBC'",38.0,750.0,-13.68,19.51,8.58,-6.51 to 13.3
238,"'SWPPX', 'IEI', 'PRULX', 'SGGDX', 'GSP'",6.0,750.0,-11.03,16.76,8.58,-5.6 to 11.23
2374,"'FUSEX', 'ITE', 'WHOSX', 'SGGDX', 'GSG'",50.0,750.0,-9.86,14.54,8.58,-5.16 to 10.72
750,"'PREIX', 'IPE', 'VUSTX', 'OPGSX', 'GSG'",3.0,800.0,-15.94,21.11,8.58,-6.71 to 14.61
2675,"'FUSEX', 'TIP', 'VUSTX', 'INIVX', 'DBC'",22.0,800.0,-14.89,20.69,8.58,-6.7 to 14.11
3634,"'FUSEX', 'IPE', 'PRULX', 'USERX', 'DBC'",48.0,850.0,-14.01,20.03,8.58,-5.9 to 14.28
4665,"'VIGRX', 'IEI', 'PRULX', 'OPGSX', 'GSP'",14.0,850.0,-11.89,19.05,8.58,-5.31 to 13.23
3984,"'SWPPX', 'BIV', 'WHOSX', 'SGGDX', 'DJP'",15.0,850.0,-11.73,18.35,8.58,-5.96 to 12.99
880,"'VIGRX', 'HYG', 'WHOSX', 'OPGSX', 'DBC'",27.0,900.0,-18.49,25.05,8.58,-8.72 to 14.92
4182,"'SWPPX', 'IPE', 'VUSTX', 'OPGSX', 'DJP'",16.0,900.0,-15.29,20.51,8.58,-7.29 to 14.61
933,"'PREIX', 'IPE', 'PRULX', 'USERX', 'DBC'",38.0,900.0,-14.25,20.0,8.58,-5.93 to 13.5
